Unnamed: 0,X,commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr,churn,buggy,fix,bugdens,strata,project
25420,25420,f2764375c37c005710943d25bd494558577f892c,1324569564,0,0,127,16,4,1,1,0.6708021009496129,TRUE,2.0,60417.0,5.0,False,6,1916011.25,5,4.0,3,171.0,174.0,3,171.0,174.0,3,129.0,132.0,0.00956937799043062,0.311004784688995,0.31818181818181795,143,FALSE,FALSE,0.0,0,openstack/nova
25428,25428,f27fba3ad77d907713e3e1cbfa45d33e0135c08b,1375677765,0,0,23,0,2,2,1,0.7553754125614291,TRUE,2.0,22213.0,2.0,False,6,574526.0,9,2.0,8,328.0,331.0,7,326.0,328.0,5,47.0,49.0,0.0422535211267606,0.338028169014085,0.35211267605633795,23,FALSE,FALSE,0.0,6,openstack/neutron
25429,25429,f2828d96f51a1e5547b0d83ecc49a7b4decae409,1379565931,0,0,27,0,3,3,1,0.7048084683610079,TRUE,5.0,561696.0,12.0,False,5,2619707.66666667,10,2.0,303,415.0,626.0,262,375.0,554.0,28,91.0,112.0,0.0812324929971989,0.257703081232493,0.316526610644258,27,FALSE,FALSE,0.0,7,openstack/neutron
25431,25431,f28731c1941e57b776b519783b0337e52e1484ab,1339596664,0,0,13,1,2,2,1,0.591672778582327,TRUE,2.0,198936.0,13.0,False,64,165294.0,169,5.0,213,819.0,976.0,213,819.0,976.0,163,650.0,775.0,0.098380323935213,0.390521895620876,0.465506898620276,14,FALSE,FALSE,0.0,2,openstack/nova
25432,25432,f28914c7022bed284ecbd96246041ea595629de2,1359173466,0,0,3,1,1,1,1,0.0,TRUE,2.0,102778.0,3.0,False,8,535539.0,14,2.0,0,159.0,159.0,0,159.0,159.0,0,143.0,143.0,0.00307692307692308,0.443076923076923,0.443076923076923,4,FALSE,FALSE,0.0,4,openstack/swift
25433,25433,f28d1067cc204210ddfba73b365fd96b9a6abeaf,1357681701,0,0,25,12,1,1,1,0.0,TRUE,1.0,82476.0,4.0,False,6,3767238.0,10,2.0,317,879.0,1128.0,308,791.0,1034.0,289,839.0,1064.0,0.0836699365262551,0.242354298903635,0.30727062896710905,37,FALSE,FALSE,0.0,4,openstack/nova
25434,25434,f28dcaa183bdc2b3187a10c4c0b016657252ccc8,1335302973,0,0,76,27,1,1,1,0.0,TRUE,1.0,518366.0,3.0,False,4,4106761.0,5,3.0,4,590.0,592.0,4,590.0,592.0,3,551.0,552.0,0.00290065264684554,0.400290065264685,0.401015228426396,103,FALSE,FALSE,0.0,1,openstack/nova
25436,25436,f28f16a750ad134fad2ff663680b149ce77e31c9,1333389335,0,0,18,0,1,2,1,0.7642045065086199,TRUE,5.0,763848.0,5.0,False,6,816197.0,8,4.0,603,803.0,1114.0,602,803.0,1113.0,164,228.0,241.0,0.6790123456790121,0.94238683127572,0.9958847736625508,18,FALSE,FALSE,0.0,1,openstack/glance
25438,25438,f2941b0846f874732c982d17e7fa45412f06c4bd,1358909808,0,0,8,0,2,2,2,0.954434002924965,TRUE,1.0,46829.0,2.0,False,9,642281.0,19,2.0,111,140.0,193.0,111,138.0,191.0,108,127.0,179.0,0.31686046511627897,0.372093023255814,0.523255813953488,8,FALSE,FALSE,0.0,4,openstack/swift
25441,25441,f29f812bc64726b01a50590894d6d430c5f3d30d,1383720996,0,0,12,0,0,1,1,0.0,TRUE,7.0,7945458.0,29.0,False,0,0.0,0,4.0,228,1292.0,1460.0,216,1151.0,1308.0,47,1027.0,1031.0,0.042068361086766,0.900964066608238,0.9044697633654692,12,FALSE,FALSE,0.0,7,openstack/cinder
25444,25444,f2a61ab50ed755b0a3c8bf57bf6795d25ff47851,1340925927,0,0,140,67,2,2,2,0.137626130501302,TRUE,1.0,407513.0,2.0,False,17,529587.0,33,2.0,126,68.0,146.0,126,68.0,146.0,124,63.0,140.0,0.7861635220125791,0.4025157232704401,0.886792452830189,207,FALSE,FALSE,0.0,2,openstack/swift
25449,25449,f2b4419b9f5e01038adaae1d0ce856bd0ac9af5b,1371927946,0,0,7,0,1,1,1,0.0,TRUE,2.0,870145.0,8.0,False,3,625212.0,3,3.0,155,1829.0,1902.0,154,1701.0,1774.0,151,1698.0,1770.0,0.0304365238285943,0.34020824989988,0.354625550660793,7,FALSE,FALSE,0.0,6,openstack/nova
25451,25451,f2b94c0607dc521d38a95d93312325873e7abf63,1359591375,0,0,18,0,1,1,1,0.0,TRUE,3.0,513996.0,6.0,False,19,453492.0,34,3.0,0,379.0,379.0,0,378.0,378.0,0,280.0,280.0,0.00321543408360129,0.9035369774919608,0.9035369774919608,18,FALSE,FALSE,0.0,4,openstack/cinder
25453,25453,f2baacd4e634b815fe011ced0d6e46f6c06b7fdd,1358210661,0,0,11,3,1,1,1,0.0,TRUE,1.0,10409.0,3.0,False,16,357818.0,34,3.0,27,1268.0,1271.0,27,1195.0,1198.0,26,1225.0,1228.0,0.00758426966292135,0.34438202247191,0.345224719101124,14,FALSE,FALSE,0.0,4,openstack/nova
25455,25455,f2c3e1af9cf0ad1fbf7753cd2e5caef9bd297cb5,1374534899,0,0,4,2,1,1,1,0.0,TRUE,2.0,147154.0,4.0,False,4,2612106.0,9,2.0,263,101.0,333.0,251,76.0,301.0,181,69.0,231.0,0.470284237726098,0.180878552971576,0.5994832041343671,6,FALSE,FALSE,0.0,6,openstack/swift
25456,25456,f2c50166f94bc22f02311a9ca19ebebf26547d13,1378763039,0,0,1,1,1,1,1,0.0,TRUE,1.0,22366.0,5.0,False,7,547149.0,15,3.0,143,837.0,943.0,143,670.0,776.0,135,325.0,424.0,0.138917262512768,0.332992849846782,0.4341164453524,2,FALSE,FALSE,0.0,7,openstack/cinder
25461,25461,f2ce6984b7b9a66a88b1b7e0ff319de24f2c78be,1360752514,0,0,161,4,3,2,1,0.806552371539553,TRUE,2.0,48659.0,3.0,False,7,99621.75,11,2.0,37,418.0,449.0,37,416.0,447.0,6,316.0,316.0,0.0202312138728324,0.916184971098266,0.916184971098266,165,FALSE,FALSE,0.0,4,openstack/cinder
25462,25462,f2cf3fc0cd37a00e3508d8c60f37952fe249aef5,1351881653,0,0,3,3,1,1,1,0.0,TRUE,1.0,15208.0,2.0,False,2,10648345.0,2,2.0,8,783.0,788.0,8,775.0,780.0,0,4.0,4.0,0.0909090909090909,0.454545454545455,0.454545454545455,6,FALSE,FALSE,0.0,3,openstack/nova
25463,25463,f2cfdd765cb8350efd929ba226fc45c23ec8d698,1375897157,0,0,8,25,8,6,1,0.9123842469839528,TRUE,2.0,272098.0,13.0,False,97,23984.25,442,5.0,691,3538.0,3793.0,684,3037.0,3287.0,672,2639.0,2879.0,0.121043165467626,0.474820143884892,0.517985611510791,33,FALSE,FALSE,0.0,6,openstack/nova
25465,25465,f2d0d2926961a0758c071ae6e4743260a837b7c4,1335535917,0,0,1,1,1,1,1,0.0,TRUE,1.0,339428.0,5.0,False,31,211218.0,66,6.0,145,490.0,547.0,145,490.0,547.0,73,399.0,402.0,0.0530085959885387,0.286532951289398,0.28868194842406897,2,FALSE,FALSE,0.0,1,openstack/nova
25466,25466,f2d5869d8c83cf420fc29cecbefc42d2d2f65839,1352337150,0,0,1,0,1,1,1,0.0,TRUE,1.0,1026514.0,5.0,False,13,238296.0,34,4.0,463,1825.0,1956.0,463,1810.0,1941.0,440,1664.0,1779.0,0.15185950413223098,0.5733471074380171,0.612947658402204,1,FALSE,FALSE,0.0,3,openstack/nova
25469,25469,f2dbeafb4746c89734d70e15601f24aeb22b0d8f,1373391128,0,0,21,71,3,1,1,0.918279889090622,TRUE,2.0,680664.0,4.0,False,4,7246817.66666667,5,1.0,296,737.0,1031.0,296,713.0,1007.0,2,607.0,607.0,0.00441176470588235,0.8941176470588241,0.8941176470588241,92,FALSE,FALSE,0.0,6,openstack/cinder
25470,25470,f2df5304f1de961ea2c9e1f4101f201b7b99ff53,1355247156,0,0,45,0,2,2,1,0.5032583347756461,TRUE,1.0,101735.0,2.0,False,58,290300.0,172,2.0,154,1654.0,1757.0,154,1547.0,1650.0,147,1349.0,1448.0,0.0462355513901906,0.42174320524836,0.452671040299906,45,FALSE,FALSE,0.0,4,openstack/nova
25471,25471,f2dfdd4ab37965a6559f3c033cdf877e0fe172be,1377352949,0,0,18,10,2,1,1,0.996316519558962,TRUE,3.0,10598196.0,15.0,False,86,1097372.5,235,8.0,15,2748.0,2748.0,15,2492.0,2492.0,13,1868.0,1868.0,0.00241046831955923,0.321797520661157,0.321797520661157,28,FALSE,FALSE,0.0,6,openstack/nova
25472,25472,f2e37172ef0ee319de171894bd61fd18f9c55a34,1339770005,0,0,246,35,7,7,1,0.849889283825164,TRUE,7.0,-29960446.0,19.0,False,15,32951.0,29,4.0,11,99.0,102.0,11,96.0,99.0,9,73.0,76.0,0.0934579439252336,0.691588785046729,0.7196261682242991,281,FALSE,FALSE,0.0,2,openstack/neutron
25473,25473,f2e49ad3128856785f6ea460b1968bf03dc87e99,1365371194,0,0,18,0,2,2,1,0.991076059838222,TRUE,4.0,152074.0,7.0,False,12,592262.0,23,2.0,871,1454.0,2161.0,850,1204.0,1896.0,838,1260.0,1939.0,0.194708749129728,0.29264330471107003,0.450220468786261,18,FALSE,FALSE,0.0,5,openstack/nova
25475,25475,f2e6dc83778e9c3481e5226ba12fe04118287138,1357681990,0,0,65,65,9,2,1,0.72628561576067,TRUE,4.0,81261.0,7.0,False,92,43507.0,292,2.0,251,768.0,975.0,251,703.0,910.0,239,739.0,936.0,0.069204152249135,0.213379469434833,0.27018454440599804,130,FALSE,FALSE,0.0,4,openstack/nova
25477,25477,f2eb16564e12e40b8c3622bbe6fa0d26825482f0,1323129746,1,0,277,18,9,6,1,0.531450425778466,TRUE,4.0,271122.0,22.0,False,36,262848.3,117,2.0,24,138.0,156.0,24,138.0,156.0,21,91.0,106.0,0.0702875399361022,0.29392971246006394,0.3418530351437701,295,TRUE,FALSE,0.00338983050847458,0,openstack/nova
25479,25479,f2f1cb8b9bcf7a107ab79d8efe8c9f8c9b8f360e,1390915191,1,0,46,0,2,2,1,0.6152538910563411,TRUE,6.0,1778429.0,21.0,False,151,124903.0,461,4.0,19,1972.0,1976.0,19,1470.0,1474.0,19,1754.0,1758.0,0.00278512741957945,0.244394931068096,0.244951956552012,46,TRUE,FALSE,0.0217391304347826,8,openstack/nova
25480,25480,f2f58eef93aec45e46a9a2ab06fc8b00a9420350,1381262067,0,1,51,60,6,3,1,0.621824846983999,TRUE,5.0,619602.0,20.0,False,174,104448.66666666699,1011,5.0,838,3345.0,3791.0,822,2815.0,3251.0,819,2460.0,2891.0,0.131305044035228,0.3940752602081671,0.463090472377902,111,FALSE,TRUE,0.0,7,openstack/nova
25482,25482,f2fc7dd9b2dbf9259c232f9561804dc6c0cff0bd,1326757032,0,0,8,8,1,1,1,0.0,TRUE,1.0,3860.0,4.0,False,7,363531.0,7,4.0,15,257.0,267.0,15,257.0,267.0,15,192.0,202.0,0.0292504570383912,0.352833638025594,0.371115173674589,16,FALSE,FALSE,0.0,0,openstack/nova
25484,25484,f30387d88377b88d8bc9ef248875f8b568033ba4,1348011443,0,0,66,0,2,2,1,0.976020648236615,TRUE,2.0,246000.0,5.0,False,48,16473.0,118,3.0,1164,1923.0,1923.0,1163,1919.0,1919.0,1095,1678.0,1678.0,0.430987023200944,0.660243806527723,0.660243806527723,66,FALSE,FALSE,0.0,3,openstack/nova
25485,25485,f3055e77efbf1e9de23996fd6d3aea3135796f3b,1357860674,1,0,262,5,4,2,1,0.910624582949394,TRUE,7.0,1470117.0,3.0,False,26,885.6,42,2.0,3,1020.0,1020.0,3,983.0,983.0,3,932.0,932.0,0.0011428571428571401,0.266571428571429,0.266571428571429,267,TRUE,FALSE,0.0037453183520599295,4,openstack/nova
25486,25486,f3076fea667c3eef4746440b4b80e9d0603ef3a6,1379014642,0,0,25,10,2,2,1,0.31599713297842497,TRUE,7.0,2156905.0,16.0,False,7,772770.0,9,3.0,6,902.0,904.0,6,858.0,860.0,0,266.0,266.0,0.00311526479750779,0.8317757009345791,0.8317757009345791,35,FALSE,FALSE,0.0,7,openstack/neutron
25487,25487,f30b352ac5a9f56dadb1825207e3908ee45815bc,1352243297,0,0,6,0,2,2,1,0.650022421648354,TRUE,1.0,980663.0,6.0,False,20,178528.0,27,4.0,33,497.0,528.0,33,486.0,517.0,32,447.0,477.0,0.0114107883817427,0.154910096818811,0.165283540802213,6,FALSE,FALSE,0.0,3,openstack/nova
25489,25489,f312713b40955f266489524905e70ddc57d5a30b,1376694626,0,0,4,0,1,1,1,0.0,TRUE,2.0,1168864.0,7.0,False,10,684824.0,15,5.0,0,1468.0,1468.0,0,1346.0,1346.0,0,1417.0,1417.0,0.000175284837861525,0.248553900087642,0.248553900087642,4,FALSE,FALSE,0.0,6,openstack/nova
25496,25496,f31d62a178a370ae9d736c09a3186ea9a3c92ee3,1386180786,0,0,68,20,2,2,1,0.4761588445580711,TRUE,3.0,7622217.0,10.0,False,24,98634.0,56,4.0,368,1892.0,1968.0,338,1671.0,1745.0,346,1039.0,1104.0,0.284193284193284,0.851760851760852,0.904995904995905,88,FALSE,FALSE,0.0,8,openstack/cinder
25497,25497,f32253f7391da22b6d69a4afebda5cdd99bb40d3,1360019909,0,0,3,0,1,1,1,0.0,TRUE,1.0,204928.0,4.0,False,18,322778.0,48,4.0,387,393.0,393.0,386,392.0,392.0,290,293.0,293.0,0.903726708074534,0.91304347826087,0.91304347826087,3,FALSE,FALSE,0.0,4,openstack/cinder
25498,25498,f324af240105ecce8b18cda97ce8a87a353bc8e5,1353500120,0,0,43,45,5,4,1,0.6554857969689599,TRUE,1.0,15266.0,3.0,False,85,16648.0,287,3.0,713,655.0,1203.0,674,655.0,1164.0,564,592.0,1016.0,0.185185185185185,0.19436250409701705,0.33333333333333304,88,FALSE,FALSE,0.0,3,openstack/nova
25500,25500,f3307718c4a12ea446cf695f46090b740d1d9f07,1360040399,3,0,168,14,4,3,1,0.9291962062807528,TRUE,6.0,-12763627.0,11.0,False,13,397474.5,42,2.0,247,241.0,404.0,247,241.0,404.0,225,216.0,360.0,0.330409356725146,0.31725146198830395,0.527777777777778,182,TRUE,FALSE,0.0164835164835165,4,openstack/neutron
25505,25505,f338a5c870a36e493f8c818fa783942d1e0565a4,1389258796,0,0,2,2,1,1,1,0.0,TRUE,8.0,10027000.0,6.0,True,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4,FALSE,FALSE,0.0,8,openstack/glance
25508,25508,f33de5c9ad6217a9daa1bafd8f1d3e71f618dda2,1328683934,0,0,16,2,2,2,1,0.7642045065086199,TRUE,3.0,123146.0,8.0,False,23,73891.5,55,2.0,114,127.0,230.0,114,126.0,229.0,92,119.0,201.0,0.12,0.154838709677419,0.260645161290323,18,FALSE,FALSE,0.0,0,openstack/nova
25511,25511,f342f25807442f0243011ba5fa331aacb013bcaf,1378989508,1,0,1,13,1,1,1,0.0,TRUE,2.0,33208.0,9.0,False,6,1192476.0,8,6.0,1,766.0,767.0,1,734.0,735.0,0,261.0,261.0,0.00313479623824451,0.8213166144200631,0.8213166144200631,14,TRUE,FALSE,0.0714285714285714,7,openstack/neutron
25512,25512,f34592b756b5436956b2b2e69633075df349e043,1376079683,0,0,12,16,0,1,1,0.997076855905375,FALSE,,,,,0,0.0,0,,0,,,0,,,0,,,0.0,0.0,0.0,28,FALSE,FALSE,0.0,6,openstack/nova
25513,25513,f3461c76feb0940d1a56d64b1f0a5508151fe95f,1382787729,1,0,130,0,1,2,1,0.715609935714097,TRUE,9.0,10838365.0,20.0,False,4,1355506.66666667,4,7.0,103,686.0,761.0,69,582.0,629.0,18,233.0,239.0,0.0381526104417671,0.469879518072289,0.481927710843373,130,TRUE,FALSE,0.007692307692307691,7,openstack/neutron
25514,25514,f3476c95415b0070f5284d7d22927bf0b5daa323,1358163404,0,0,47,1,1,1,1,0.0,TRUE,7.0,2009069.0,13.0,False,23,34205.0,95,5.0,13,710.0,717.0,13,679.0,686.0,12,674.0,680.0,0.0036723163841807897,0.190677966101695,0.19237288135593206,48,FALSE,FALSE,0.0,4,openstack/nova
25515,25515,f348875724d2b46dedc7f090d4f8cf78b194a15a,1347167601,0,0,6,2,0,1,1,0.0,FALSE,,,,,0,0.0,0,,0,,,0,,,0,,,0.0,0.0,0.0,8,FALSE,FALSE,0.0,3,openstack/nova
25522,25522,f35240b7a0dc7f5b95bd2c261fd64dd05142013f,1363321061,0,0,1,1,1,1,1,0.0,TRUE,1.0,32106.0,0.0,True,66,132689.0,153,1.0,492,492.0,492.0,489,489.0,489.0,15,15.0,15.0,0.103896103896104,0.103896103896104,0.103896103896104,2,FALSE,FALSE,0.0,5,openstack/cinder
25524,25524,f35c63df24d8f47927d055729e9ca08c7bc3fe8c,1383998917,0,1,76,53,4,2,1,0.858771994832334,TRUE,12.0,9337980.0,36.0,False,187,233474.5,1032,2.0,330,369.0,369.0,318,357.0,357.0,323,362.0,362.0,0.0494580980003053,0.0554113875744161,0.0554113875744161,129,FALSE,TRUE,0.0,7,openstack/nova
25525,25525,f35d71cdc3127832d3ecfe3e8803352086cefaff,1387290404,0,0,3,2,1,1,1,0.0,TRUE,2.0,1462689.0,7.0,False,74,757248.0,288,3.0,365,1807.0,2074.0,352,1506.0,1761.0,358,1701.0,1962.0,0.0521802325581395,0.247383720930233,0.28531976744186,5,FALSE,FALSE,0.0,8,openstack/nova
25527,25527,f362b36c9fb2f5b5a0383497ddcecef7ffeb2575,1357623013,0,0,20,18,1,1,1,0.0,TRUE,2.0,314088.0,7.0,False,5,4430396.0,7,2.0,24,813.0,835.0,22,740.0,761.0,19,767.0,784.0,0.00582241630276565,0.22358078602620104,0.228529839883552,38,FALSE,FALSE,0.0,4,openstack/nova
25528,25528,f364e8ebe3eb466bef79d6bafd926460971f601b,1375757232,1,0,55,61,4,4,1,0.930419571956543,TRUE,7.0,815078.0,21.0,False,131,191825.75,373,4.0,670,2095.0,2613.0,603,1620.0,2096.0,613,1970.0,2444.0,0.110970540394,0.3562262786914871,0.4418940900054221,116,TRUE,FALSE,0.00862068965517241,6,openstack/nova
25530,25530,f366a3a5f4cc94c89d5d51c18bd270dbbf0c642f,1389380427,0,0,1,0,1,1,1,0.0,TRUE,1.0,106564.0,3.0,False,5,6010973.0,10,3.0,924,699.0,1618.0,759,535.0,1290.0,0,555.0,555.0,0.000901713255184851,0.501352569882777,0.501352569882777,1,FALSE,FALSE,0.0,8,openstack/glance
25533,25533,f36f0538df953ec9cce0d15845b8f1ac09af7493,1376949016,0,0,13,23,3,3,1,0.973283230652393,TRUE,7.0,254647.0,8.0,True,134,501624.0,616,1.0,1081,1081.0,1081.0,822,822.0,822.0,878,878.0,878.0,0.153162571876634,0.153162571876634,0.153162571876634,36,FALSE,FALSE,0.0,6,openstack/nova
25534,25534,f3708c1d095fe5b08c54fcbf2913ff76b3c4ff34,1375286671,0,0,30,13,6,4,1,0.951894884445159,TRUE,9.0,3154846.0,26.0,False,7,761272.5,8,7.0,10,1543.0,1544.0,10,1463.0,1464.0,2,104.0,104.0,0.0232558139534884,0.813953488372093,0.813953488372093,43,FALSE,FALSE,0.0,6,openstack/neutron
25535,25535,f371198b843ba17ad6a6e4bc77a58afb006ab677,1338330497,0,0,226,6,11,9,1,0.653869601202937,TRUE,3.0,449421.0,9.0,False,72,5864.25,343,3.0,238,638.0,750.0,238,638.0,750.0,203,602.0,686.0,0.12952380952381,0.3828571428571429,0.436190476190476,232,FALSE,FALSE,0.0,1,openstack/nova
25540,25540,f379db545cf63f4ec854df748a1b7d256dc9bad4,1358358758,0,0,22,23,23,13,1,0.860351451828468,TRUE,2.0,563956.0,6.0,False,191,75003.0,1264,3.0,313,1497.0,1748.0,307,1367.0,1614.0,271,1292.0,1509.0,0.0759140385152107,0.360870778677086,0.421434552051354,45,FALSE,FALSE,0.0,4,openstack/nova
25542,25542,f37a93dd7ebd4f1cc349e9f74d76a46448d2442c,1372173035,0,0,64,31,3,2,1,0.614532336897973,TRUE,6.0,1653541.0,9.0,False,66,66569.0,236,2.0,3,362.0,362.0,3,356.0,356.0,3,347.0,347.0,0.000796812749003984,0.0693227091633466,0.0693227091633466,95,FALSE,FALSE,0.0,6,openstack/nova
25546,25546,f380c9e5745ff802ea8ec4fac8346c6e4d6b5261,1329924500,0,0,1,1,1,1,1,0.0,TRUE,1.0,4670.0,2.0,False,8,2433226.0,16,2.0,29,475.0,477.0,29,475.0,477.0,26,162.0,164.0,0.150837988826816,0.910614525139665,0.9217877094972072,2,FALSE,FALSE,0.0,0,openstack/glance
25549,25549,f3826902a018d835d1ba19123d68aed7b26d2b5f,1366596991,3,0,95,95,34,14,1,0.9100256986040408,TRUE,1.0,49837.0,3.0,False,194,779413.3529411771,1509,3.0,4,1951.0,1954.0,4,1609.0,1612.0,0,1684.0,1684.0,0.00022810218978102203,0.384352189781022,0.384352189781022,190,TRUE,FALSE,0.0157894736842105,5,openstack/nova
25550,25550,f38376554944f5dac2c88524879b1545f094f6da,1393481301,0,0,1,1,1,1,1,0.0,TRUE,1.0,6036752.0,4.0,False,64,222679.0,148,3.0,29,2118.0,2133.0,24,1844.0,1854.0,25,2041.0,2052.0,0.00348618932689729,0.273799946366318,0.275274872620005,2,FALSE,FALSE,0.0,8,openstack/nova
25552,25552,f3843dec216f400417637b145aa2982898f6c0c0,1364924911,0,0,155,25,2,3,2,0.999745715363035,TRUE,5.0,2904835.0,15.0,False,48,714319.333333333,182,5.0,382,755.0,1061.0,297,693.0,921.0,350,720.0,996.0,0.0790540540540541,0.16238738738738698,0.22454954954955,180,FALSE,FALSE,0.0,5,openstack/nova
25554,25554,f38ce7749257b3a11f40790607713ab16142865e,1348589799,0,0,11,11,3,3,1,0.7827759528141421,TRUE,3.0,3036.0,4.0,False,12,1136585.0,17,1.0,749,474.0,1085.0,746,472.0,1081.0,712,416.0,996.0,0.274547554871005,0.160569888332692,0.383904505198306,22,FALSE,FALSE,0.0,3,openstack/nova
25555,25555,f38f943899ea95fe237be1d096ceafd35b57a843,1365582285,0,0,220,100,2,2,1,0.9908510896321008,TRUE,3.0,7912867.0,21.0,False,11,672675.0,22,4.0,99,602.0,608.0,99,599.0,605.0,93,439.0,443.0,0.200426439232409,0.93816631130064,0.946695095948827,320,FALSE,FALSE,0.0,5,openstack/cinder
25556,25556,f38fe82fc62926b6868fea3f89aff80adb22affb,1349172634,0,0,7,7,2,2,1,1.0,TRUE,1.0,41844.0,4.0,False,47,394295.0,123,4.0,70,1082.0,1107.0,70,1078.0,1103.0,67,1010.0,1033.0,0.0257673361121637,0.383099658961728,0.391815081470254,14,FALSE,FALSE,0.0,3,openstack/nova
25557,25557,f392263ae8c89412ec8be6a13b3dd56abd129a8c,1371582607,1,0,7,2,1,1,1,0.0,TRUE,2.0,-985801.0,10.0,False,14,1027762.0,24,7.0,835,1254.0,1254.0,816,1191.0,1191.0,709,990.0,990.0,0.672348484848485,0.93844696969697,0.93844696969697,9,TRUE,FALSE,0.111111111111111,6,openstack/neutron
25558,25558,f393a513d7894ddb800e4dfc87da896600fb7421,1355364666,0,0,21,1,2,2,1,0.684038435639042,TRUE,5.0,6829103.0,8.0,False,20,1210554.0,50,5.0,1461,1420.0,2262.0,1428,1361.0,2179.0,1367,1215.0,2002.0,0.423136405815032,0.376121249613362,0.6195484070522729,22,FALSE,FALSE,0.0,4,openstack/nova
25560,25560,f396f75d14f9da97a566e2e5607f537b07a6803a,1369140966,0,0,29,1,2,2,1,0.650022421648354,TRUE,6.0,1941791.0,20.0,False,51,452008.0,140,3.0,15,1693.0,1695.0,15,1405.0,1407.0,15,1482.0,1484.0,0.003470715835141,0.32169197396963106,0.322125813449024,30,FALSE,FALSE,0.0,5,openstack/nova
25561,25561,f398b9e195cda582bad57396b097dec274384c07,1363035750,0,0,7,0,2,2,1,0.8631205685666309,TRUE,6.0,78315.0,8.0,False,94,23376.0,355,5.0,647,1802.0,2273.0,518,1730.0,2082.0,627,1669.0,2126.0,0.15194773772078402,0.40406484393902703,0.514638277280426,7,FALSE,FALSE,0.0,5,openstack/nova
25562,25562,f39b925a64568372267c39c8c9307731287185c8,1376015936,0,0,2,2,1,1,1,0.0,TRUE,2.0,1250206.0,9.0,False,4,137483.0,6,7.0,274,1335.0,1496.0,274,1287.0,1448.0,271,1207.0,1366.0,0.0486931614751164,0.21625492302184,0.244718940207662,4,FALSE,FALSE,0.0,6,openstack/nova
25563,25563,f39c8965d9679971afa3db101c09ca2740b39a91,1381968975,2,0,26,4,2,2,1,0.650022421648354,TRUE,1.0,1315653.0,6.0,False,7,658991.0,10,7.0,29,1931.0,1933.0,29,1786.0,1788.0,23,421.0,422.0,0.0521739130434783,0.917391304347826,0.919565217391304,30,TRUE,FALSE,0.0666666666666667,7,openstack/neutron
25565,25565,f3a6de6a1647b1d86e9d8750228536663b23cd3e,1371728960,1,0,91,5,2,2,1,0.99498482818597,TRUE,4.0,703125.0,6.0,False,34,76496.0,81,3.0,10,1111.0,1121.0,10,980.0,990.0,9,1019.0,1028.0,0.0020185708518369,0.205894226887364,0.207710940654017,96,TRUE,FALSE,0.0104166666666667,6,openstack/nova
25566,25566,f3a9665e4349160fba08a09b846a773f4e785ba4,1322687431,0,0,76,120,1,1,1,0.0,TRUE,5.0,-47338873.0,5.0,False,11,164411.0,12,2.0,37,16.0,41.0,37,16.0,41.0,2,3.0,3.0,0.23076923076923106,0.307692307692308,0.307692307692308,196,FALSE,FALSE,0.0,0,openstack/neutron
25569,25569,f3aafeb2f948936d2f5bad8008d829412289d309,1393579237,0,0,1777,356,14,7,1,0.748194376777422,TRUE,8.0,7183880.0,7.0,False,67,1517267.45,188,1.0,88,1175.0,1261.0,88,946.0,1032.0,5,1030.0,1033.0,0.0040404040404040395,0.6942760942760939,0.696296296296296,2133,FALSE,FALSE,0.0,8,openstack/cinder
25571,25571,f3b17e1d41ebb9c81edd02c5ead860e03305bc5e,1359983874,0,0,1,1,1,1,1,0.0,TRUE,3.0,-12833622.0,9.0,False,11,455233.0,23,3.0,8,604.0,604.0,8,592.0,592.0,8,549.0,549.0,0.0131964809384164,0.806451612903226,0.806451612903226,2,FALSE,FALSE,0.0,4,openstack/neutron
25573,25573,f3b64410af40fd59310afefbc6081b2564dafdf9,1343290202,2,0,519,78,10,5,1,0.736865112169932,TRUE,11.0,-28266452.0,28.0,False,18,29489.9,44,2.0,71,81.0,133.0,71,79.0,131.0,61,68.0,111.0,0.36470588235294105,0.405882352941176,0.658823529411765,597,TRUE,FALSE,0.0033500837520938,2,openstack/neutron
25574,25574,f3b673a19f393b06d023981dc8e3bc77e961b9e3,1360439480,0,0,143,59,5,5,1,0.537367717108157,TRUE,18.0,946342.0,41.0,False,22,587544.4,50,4.0,82,2394.0,2426.0,82,2197.0,2229.0,81,2256.0,2288.0,0.0215166622933613,0.5922330097087379,0.600629755969562,202,FALSE,FALSE,0.0,4,openstack/nova
25575,25575,f3bd9f2ddf2888019d218e857393a035e7fa3692,1375696719,0,0,68,0,5,5,1,0.872151773582233,TRUE,3.0,344835.0,9.0,False,55,67475.0,187,3.0,8,467.0,474.0,7,467.0,473.0,5,453.0,457.0,0.00108597285067873,0.0821719457013575,0.08289592760181,68,FALSE,FALSE,0.0,6,openstack/nova
25578,25578,f3c594a9b862b583f8edbe6027f43d9b8c8ce82a,1346162945,0,0,2,2,1,1,1,0.0,TRUE,1.0,9636.0,2.0,False,1,77549.0,3,2.0,330,458.0,731.0,329,458.0,730.0,244,415.0,609.0,0.103901611535199,0.176420695504665,0.258693808312129,4,FALSE,FALSE,0.0,2,openstack/nova
