,commit_id,author_date,bugcount,fixcount,la,ld,nf,nd,ns,ent,revd,nrev,rtime,hcmt,self,ndev,age,nuc,app,aexp,rexp,oexp,arexp,rrexp,orexp,asexp,rsexp,osexp,asawr,rsawr,osawr,churn,buggy,fix,bugdens,strata
1972,e25316ecb9c879cd1fe2de0c8a4c4d5a424324ab,1398470545,0.0,0.0,15,230,4,3,1,0.315010215336983,false,,,,,157,107295,603,,1048,,,787,,,980,,,0.124539799416021,0.397105497016631,0.469341119715628,245,FALSE,FALSE,0.0,0
1973,e2555e1665a8d12d2699928a692d1ef62ae41ed6,1318352260,0.0,0.0,14,39,2,2,1,0.83294582353614,false,,,,,6,83598,6,,53,,,53,,,48,,,0.875,0.732142857142857,1,53,FALSE,FALSE,0.0,0
1974,e26bca75e5676460ee0b68ea14d49b21972a2534,1333559800,0.0,0.0,0,10,1,1,1,0,false,,,,,24,2249799,45,,401,,,401,,,382,,,0.29992169146437,0.426781519185591,0.56538762725137,10,FALSE,FALSE,0.0,0
1975,e2875bfadfe78dc2c54be549a0472eefc95b96e4,1323962879,0.0,0.0,0,2,1,1,1,0,false,,,,,8,642621,15,,11,,,11,,,11,,,0.0320855614973262,0.254010695187166,0.283422459893048,2,FALSE,FALSE,0.0,0
1976,e28e14f6b9bc9c7fc29484d3cf84f3b620b4209b,1318360880,0.0,0.0,8,5,1,1,1,0,false,,,,,0,0,0,,0,,,0,,,0,,,0.2,1,1,13,FALSE,FALSE,0.0,0
1977,e29a80022c305fa5050e83fe7a420d5a57f7a9b4,1399583035,0.0,0.0,18,9,4,3,1,0.976490335259452,false,,,,,127,1095374,404,,1859,,,890,,,1742,,,0.219079939668175,0.148441427853193,0.365133232780292,27,FALSE,FALSE,0.0,0
1978,e2a7fe8f56313a801ba58922b2451a6b03b6ca4b,1396121173,0.0,0.0,4,3,2,2,1,0.985228136034252,false,,,,,72,283848,209,,38,,,22,,,4,,,0.00415973377703827,0.306156405990017,0.309484193011647,7,FALSE,FALSE,0.0,0
1979,e2c78fd1eb71d1dc739d166b29f423cecc1d0e28,1375367524,0.0,0.0,0,5,1,1,1,0,false,,,,,95,18903,230,,449,,,373,,,393,,,0.0719240598758671,0.166301569916028,0.226725082146769,5,FALSE,FALSE,0.0,0
1980,e2fd4f204897b10aae1c2d182eacfc5315b9881f,1389345756,0.0,0.0,0,18,2,2,1,0.991076059838222,false,,,,,49,5959251,85,,63,,,63,,,57,,,0.043972706595906,0.567854435178165,0.581501137225171,18,FALSE,FALSE,0.0,0
1981,e31a74f56076d4f5d2ff9638dcace50915bdbf14,1407829910,0.0,0.0,46,1,2,2,1,0.999673426004892,false,,,,,45,141,102,,145,,,144,,,142,,,0.017841547099189,0.195757953836556,0.197130380536494,47,FALSE,FALSE,0.0,0
1982,e330e3e82c2f7ab3bb9ce5ff022f0b00a168041b,1352423187,0.0,0.0,0,61,1,1,1,0,false,,,,,58,110597,138,,227,,,224,,,204,,,0.0701574264202601,0.509582477754962,0.540383299110198,61,FALSE,FALSE,0.0,0
1983,e355d476187951181ed644ebc2d0f7e858cb3cf4,1380619204,0.0,0.0,0,2,1,1,1,0,false,,,,,6,9454061,6,,134,,,119,,,87,,,0.0142810775722168,0.436546575787082,0.436546575787082,2,FALSE,FALSE,0.0,0
1984,e36a8286fd40dd03208cea1e81e7f836dda52973,1398855300,0.0,0.0,13,9,5,3,1,0.912206632932988,false,,,,,35,137699,65,,1979,,,1640,,,1058,,,0.133813495072024,0.332322466515037,0.391710892089967,22,FALSE,FALSE,0.0,0
1985,e39fbbcedb1653c68771af1ea28face10a7be79f,1341311660,0.0,0.0,0,0,1,1,1,0,false,,,,,2,432490,2,,54,,,54,,,48,,,0.376923076923077,0.523076923076923,0.646153846153846,0,FALSE,FALSE,0.0,0
1986,e3bcd36243f49ee37d668dd3adff32f21cb0dc31,1349979544,0.0,0.0,0,7,1,1,1,0,false,,,,,15,163660,17,,191,,,191,,,171,,,0.0641551659828422,0.71130175307721,0.732935471838866,7,FALSE,FALSE,0.0,0
1987,e3dca3c96230ed9be33b311f1eb10e03e41363d7,1321313364,0.0,0.0,3,0,1,1,1,0,false,,,,,1,4518412,1,,44,,,44,,,28,,,0.128318584070796,0.079646017699115,0.194690265486726,3,FALSE,FALSE,0.0,0
1988,e41f586d0701e4b2d3e7ad8de4a05e8be216e096,1331659900,0.0,0.0,0,2,1,1,1,0,false,,,,,28,76274,65,,118,,,118,,,87,,,0.0771929824561404,0.428070175438596,0.476315789473684,2,FALSE,FALSE,0.0,0
1989,e42fe8565cc44eee77df8cba5634ec1760ccc27e,1320176784,0.0,0.0,4,1,1,1,1,0,false,,,,,5,197125,11,,10,,,10,,,1,,,0.125,0.5,0.5625,5,FALSE,FALSE,0.0,0
1990,e44e2145dfff65110eac0b47af9225cf6653bc16,1399401136,0.0,0.0,2,30,5,4,1,0.870734208372579,false,,,,,196,4331,1097,,1236,,,1016,,,1217,,,0.153400503778338,0.437531486146096,0.505415617128464,32,FALSE,FALSE,0.0,0
1991,e45029ced19a3d80e006f917f0111c69f976cda1,1320345891,0.0,0.0,2,0,2,1,1,1,false,,,,,15,3835,28,,1,,,1,,,1,,,0.0127388535031847,0.585987261146497,0.592356687898089,2,FALSE,FALSE,0.0,0
1992,e45d2b6d6a6eb350c5cd2a1d414aedc665cd72dc,1351132857,0.0,0.0,0,2,1,1,1,0,false,,,,,49,87009,112,,4,,,4,,,1,,,0.0176991150442478,0.0176991150442478,0.0265486725663717,2,FALSE,FALSE,0.0,0
1993,e46c0a620619758e22f7f73e7668ffe5c95d722b,1319594530,0.0,0.0,1,4,3,3,2,0.612601619289344,false,,,,,9,602182.333333333,16,,114,,,113,,,44,,,0.692307692307692,0.861538461538462,0.984615384615385,5,FALSE,FALSE,0.0,0
1994,e4890342f0dbaf5728d6d8759432ed90f2464f61,1380542615,0.0,0.0,0,0,1,1,1,0,false,,,,,13,337407,19,,180,,,178,,,178,,,0.0291009591936271,0.307429686229881,0.323687205332466,0,FALSE,FALSE,0.0,0
1995,e4b3874ff15b491ad02627afc00c0fc92f2eccc3,1356898894,0.0,0.0,0,5,4,2,1,0.960964047443681,false,,,,,8,3007602,10,,5,,,5,,,5,,,0.0108499095840868,0.367088607594937,0.370705244122966,5,FALSE,FALSE,0.0,0
1996,e4b44c285685b7bfd2b4bef89d6a661958f44a20,1363188372,0.0,0.0,1,1,173,49,5,0,false,,,,,133,157688.971098266,701,,737,,,737,,,681,,,0.582905982905983,0.620512820512821,0.620512820512821,2,FALSE,FALSE,0.0,0
1997,e4c74596bfaf1cee1a6f8cbb0d97aa067d9a4317,1319762723,0.0,0.0,3,0,1,1,1,0,false,,,,,0,0,0,,61,,,61,,,28,,,0.223076923076923,0.784615384615385,0.784615384615385,3,FALSE,FALSE,0.0,0
1998,e4ee84f008405c85ed2700f275e4538ada099b69,1354520751,0.0,0.0,0,13,1,1,1,0,false,,,,,19,1579411,30,,118,,,117,,,50,,,0.100990099009901,0.714851485148515,0.724752475247525,13,FALSE,FALSE,0.0,0
1999,e4fccd1b9c8c60d1fbdea9f6e3fd3af0f8fc020b,1345101207,0.0,0.0,0,9,4,3,1,0.987468750600964,false,,,,,18,88210,43,,4,,,4,,,3,,,0.0176991150442478,0.70353982300885,0.70353982300885,9,FALSE,FALSE,0.0,0
2000,e50e9b44ab2b8b1184f93d24734af4b5862777bf,1318529697,0.0,0.0,76,1,12,7,1,0.891302356675422,false,,,,,20,90847,24,,13,,,13,,,8,,,0.111111111111111,0.111111111111111,0.111111111111111,77,FALSE,FALSE,0.0,0
2001,e5319dfbd2b2ef51e79c55ff29e4d23881d1120e,1320944406,0.0,0.0,0,35,1,1,1,0,false,,,,,0,0,0,,12,,,12,,,0,,,1,1,1,35,FALSE,FALSE,0.0,0
2002,e56cb998c578ff1b6b0ba47d3f693c871db6c7fa,1321341096,0.0,0.0,17,8,5,1,1,0.778384058672872,false,,,,,7,4616554.6,10,,45,,,45,,,15,,,0.172043010752688,0.827956989247312,0.860215053763441,25,FALSE,FALSE,0.0,0
2003,e575fde4cbe9b23cfc103e2de2f4052dd5874b02,1398339285,0.0,1.0,5,5,1,1,1,0,false,,,,,1,1174993,1,,52,,,51,,,34,,,0.0297872340425532,0.59063829787234,0.591489361702128,10,FALSE,TRUE,0.0,0
2004,e57f7cd24f862020838943d901264d204bafdd2a,1390678751,0.0,0.0,0,7,1,1,1,0,false,,,,,138,228749,564,,310,,,310,,,294,,,0.0412356723511322,0.250069890970087,0.280682135868046,7,FALSE,FALSE,0.0,0
2005,e5925473cd2d29024cbabd76250cc369a7090087,1322491078,0.0,0.0,1374,0,2,2,1,0.962478944545043,false,,,,,1,863301,1,,86,,,83,,,19,,,0.198019801980198,0.475247524752475,0.544554455445545,1374,FALSE,FALSE,0.0,0
2006,e5afa13f0c2d59b3e4abbad77bf9997d849f3290,1395937115,0.0,0.0,45,0,1,1,1,0,false,,,,,21,525877,36,,19,,,19,,,1,,,0.00128865979381443,0.351159793814433,0.35180412371134,45,FALSE,FALSE,0.0,0
2007,e5b3e437ad7c62c1e265fe1bda5766318d4d8e35,1321488841,0.0,0.0,1,1,1,1,1,0,false,,,,,1,6055366,1,,15,,,15,,,14,,,0.789473684210526,0.578947368421053,0.842105263157895,2,FALSE,FALSE,0.0,0
2008,e5c96505c0b4eac51c0925dcb691f0a1699216ce,1382454374,0.0,0.0,0,0,1,1,1,0,false,,,,,33,6444572,76,,122,,,110,,,76,,,0.0120106067696147,0.469505537357667,0.474808922165029,0,FALSE,FALSE,0.0,0
2009,e5cd9d90062d778b7725de0c76d44d6077e8e237,1394504699,0.0,1.0,54,2,3,2,1,0.833540401592658,false,,,,,84,917847,248,,14,,,14,,,9,,,0.00132310134956338,0.302064038105319,0.302328658375232,56,FALSE,TRUE,0.0,0
2010,e5d23a7393814454d50cddb906fcb9886b64ab20,1398358883,0.0,0.0,26,6,3,3,1,0.819448371872804,false,,,,,154,55290,621,,2243,,,1719,,,2143,,,0.27263479145473,0.275432349949135,0.462868769074262,32,FALSE,FALSE,0.0,0
2011,e5d76e9f055805e1b44e4ee2f1898a5b9a0a354c,1398322236,0.0,0.0,14,2,2,2,2,0.954434002924965,false,,,,,37,203424,146,,1,,,1,,,1,,,0.00202634245187437,0.0455927051671733,0.0466058763931104,16,FALSE,FALSE,0.0,0
2012,e6073532e5020203a8ec2247ca7ddd481c6ec517,1320527417,0.0,0.0,54,41,15,12,3,0.8609925232894,false,,,,,21,36396,31,,23,,,23,,,23,,,0.137931034482759,0.344827586206897,0.442528735632184,95,FALSE,FALSE,0.0,0
2013,e63893ecb6ea031df081f9f429a157969abfa47f,1394760057,0.0,0.0,1,1,1,1,1,0,false,,,,,48,1504834,98,,730,,,624,,,214,,,0.0282931964732202,0.436110014475589,0.447558889327543,2,FALSE,FALSE,0.0,0
2014,e63c5440250d5dabc4498303c5be8cba4b0cc8e2,1361338171,0.0,0.0,0,0,1,1,1,0,false,,,,,43,345442,76,,48,,,48,,,47,,,0.0122137404580153,0.208905852417303,0.217302798982188,0,FALSE,FALSE,0.0,0
2015,e64f30f4231a0b67e06e4d4e91b523414890ead6,1398412985,0.0,0.0,7,8,4,3,1,0.844741133509591,false,,,,,43,83972,63,,1958,,,1625,,,1038,,,0.131986788617886,0.329776422764228,0.389227642276423,15,FALSE,FALSE,0.0,0
2016,e672a5c28844bfbd9be9658cddf5b45251c6bc1d,1396362071,0.0,0.0,3,4,1,1,1,0,false,,,,,36,2775219,85,,121,,,121,,,118,,,0.0154065251165199,0.387622993267737,0.388529259451062,7,FALSE,FALSE,0.0,0
2017,e686131fc4b8724328f0922067569120c90eb261,1395699421,0.0,1.0,40,10,2,2,1,1,false,,,,,209,43637,1166,,117,,,117,,,117,,,0.0153705874690634,0.142633841344275,0.144848248013547,50,FALSE,TRUE,0.0,0
2018,e687098cf14e7e83e2c7c4252c895324e6735e24,1393840155,0.0,0.0,0,5,1,1,1,0,false,,,,,3,4125162,3,,2,,,2,,,1,,,0.00169635284139101,0.236641221374046,0.236641221374046,5,FALSE,FALSE,0.0,0
2019,e6acb093b2dd68ffece379d95348fcedc819ad93,1398359588,0.0,0.0,4,2,1,1,1,0,false,,,,,29,70284,47,,2244,,,1720,,,2144,,,0.272727272727273,0.378385251112524,0.540114431023522,6,FALSE,FALSE,0.0,0
2020,e6b49c871660391da944e31aba66db3f80bc144a,1361933484,0.0,0.0,0,6,1,1,1,0,false,,,,,10,447678,15,,6,,,6,,,6,,,0.0017473789316026,0.418871692461308,0.419620569146281,6,FALSE,FALSE,0.0,0
2021,e6c910992d83611d579844d447a0cd47a6948b00,1396361144,0.0,0.0,36,21,2,2,2,0.879135766853334,false,,,,,9,2240282,26,,199,,,134,,,197,,,0.207112970711297,0.621338912133891,0.696652719665272,57,FALSE,FALSE,0.0,0
2022,e6cfc7b8901a1289e00456ee6f388f6da167a498,1398770931,0.0,0.0,3,1,1,1,1,0,false,,,,,7,30,6,,1320,,,809,,,1109,,,0.140506329113924,0.31,0.410886075949367,4,FALSE,FALSE,0.0,0
2023,e6e98dad2b882c28e6532ea49157b9d9a27a922e,1390956322,0.0,0.0,0,43,2,1,1,0.999609836367807,false,,,,,9,8225,16,,489,,,475,,,483,,,0.0672969966629588,0.199666295884316,0.245272525027809,43,FALSE,FALSE,0.0,0
2024,e6ea310751b58be0ad1d06d8acffc2b8fff8e5a3,1328052449,0.0,0.0,0,0,1,1,1,0,false,,,,,1,3576802,1,,0,,,0,,,0,,,0.024390243902439,0.75609756097561,0.75609756097561,0,FALSE,FALSE,0.0,0
2025,e6f6a61d8da252c8c13da09ddf092c5c23ac61c7,1362237580,0.0,0.0,0,5,1,1,1,0,false,,,,,3,1548074,6,,493,,,439,,,353,,,0.0875154511742892,0.330778739184178,0.384672435105068,5,FALSE,FALSE,0.0,0
2026,e6fdd41cda7f98131f700c9c832d2ceb3716842f,1347111747,0.0,0.0,0,2,1,1,1,0,false,,,,,1,1639466,1,,7,,,7,,,7,,,0.0258899676375405,0.760517799352751,0.763754045307443,2,FALSE,FALSE,0.0,0
2027,e71926c013ce254bbd7208a288677d0c2b336343,1398673655,0.0,1.0,2,2,1,1,1,0,false,,,,,35,374320,70,,0,,,0,,,0,,,0.000126774847870183,0.154665314401623,0.154665314401623,4,FALSE,TRUE,0.0,0
2028,e7651e2ada2b15bb57596e1190e1f936e6360459,1398173204,0.0,0.0,3,4,1,1,1,0,false,,,,,5,322146,7,,28,,,28,,,22,,,0.0197424892703863,0.217167381974249,0.223175965665236,7,FALSE,FALSE,0.0,0
2029,e77db9467bb219d601226fd13e976fefafd774f0,1320493476,0.0,0.0,10,12,2,2,1,0.439496986921513,false,,,,,2,5445,2,,28,,,28,,,6,,,0.875,0.5,0.875,22,FALSE,FALSE,0.0,0
2030,e79b633e9e6493c8e39b044bb90c74683d48c83b,1320181253,0.0,0.0,33,108,1,1,1,0,false,,,,,5,854,5,,20,,,20,,,18,,,0.129251700680272,0.605442176870748,0.646258503401361,141,FALSE,FALSE,0.0,0
2031,e7aa4022374fb35d2131a7c633212c5d6302db3d,1319655455,0.0,0.0,450,515,13,4,1,0.827255881443099,false,,,,,13,260327,28,,40,,,40,,,28,,,0.235772357723577,0.650406504065041,0.731707317073171,965,FALSE,FALSE,0.0,0
2032,e7ac69a6ed89567515742844d8f667becd5d69e7,1319648421,0.0,0.0,9,0,3,3,1,0.622365972874449,false,,,,,10,1981982.66666667,11,,11,,,11,,,9,,,0.0826446280991736,0.56198347107438,0.586776859504132,9,FALSE,FALSE,0.0,0
2033,e7c1bdf146c0492a7f122399b099f0fee8b6d125,1393902645,0.0,1.0,29,7,2,2,1,0.91829583405449,false,,,,,21,534154,31,,62,,,62,,,56,,,0.048264182895851,0.521591871295512,0.524132091447925,36,FALSE,TRUE,0.0,0
2034,e7ca2541b13d9e755f443b866708865ac22a8bd1,1397338056,0.0,2.0,6,7,2,2,1,0.619382194678764,false,,,,,16,215633,21,,72,,,72,,,63,,,0.0563876651982379,0.38942731277533,0.406167400881057,13,FALSE,TRUE,0.0,0
2035,e7cbb7a28c50a1e4deb3111ab80e7475d0eca4e1,1394770290,0.0,0.0,10,18,1,1,1,0,false,,,,,144,107894,587,,540,,,512,,,534,,,0.0703854755953164,0.291277463491646,0.32600973556111,28,FALSE,FALSE,0.0,0
2036,e7ce526ac1bb2b2ea0803ec32b147fe7feeac35c,1407328371,0.0,0.0,475,31,11,10,1,0.677940014241575,false,,,,,40,1268900.18181818,75,,83,,,75,,,76,,,0.0618971061093248,0.0659163987138264,0.118167202572347,506,FALSE,FALSE,0.0,0
2037,e7d5f8b15ae29ed0988b4bc3a352a9cbe60d4a92,1397827365,0.0,0.0,23,23,12,10,1,0.978198031681586,false,,,,,36,781604,81,,43,,,43,,,43,,,0.0382276281494353,0.761946133796699,0.764552562988705,46,FALSE,FALSE,0.0,0
2038,e7d7414548a29c6b362f5e890cd8f8cb31885b84,1396424071,0.0,0.0,44,0,2,2,1,0.92568598698213,false,,,,,8,179113,15,,2,,,2,,,2,,,0.00278810408921933,0.342936802973978,0.342936802973978,44,FALSE,FALSE,0.0,0
2039,e7ec4a1d02d30999c437e41735ac491dc1376965,1316457731,0.0,0.0,14,33,4,3,1,0.878289975733397,false,,,,,6,511293.75,16,,38,,,38,,,36,,,0.880952380952381,1,1,47,FALSE,FALSE,0.0,0
2040,e8002b1caca09294e0a67ee1a1d5e9bc3e0479c3,1394036694,0.0,0.0,628,425,11,4,1,0.499258119568842,false,,,,,88,2442008.72727273,243,,70,,,45,,,9,,,0.00666666666666667,0.156666666666667,0.162,1053,FALSE,FALSE,0.0,0
2041,e82d40da46caa4505791993953a650fe509884aa,1393607403,0.0,0.0,27,3,2,2,2,0.970950594454669,false,,,,,33,1348851,106,,357,,,233,,,351,,,0.384699453551913,0.221857923497268,0.548633879781421,30,FALSE,FALSE,0.0,0
2042,e850be8bfafa2f434e137def62728ced471c1818,1398599434,0.0,0.0,2,1,2,2,1,0.91829583405449,false,,,,,20,3911009.5,34,,1962,,,1626,,,1042,,,0.132343611216851,0.330541809415049,0.38992513640401,3,FALSE,FALSE,0.0,0
2043,e856ec7d2902fa0b764dd14e2db11970423c3e08,1398278803,0.0,0.0,2,1,2,2,1,0.91829583405449,false,,,,,29,4427441.5,57,,5,,,5,,,2,,,0.000382068262862965,0.286423841059603,0.286551197147224,3,FALSE,FALSE,0.0,0
2044,e85d007c074b1e7ab7e48612d8c8a6dc461d9665,1300415911,0.0,0.0,10,3,2,2,2,0.779349837292085,false,,,,,1,1990567,1,,5,,,5,,,2,,,1,1,1,13,FALSE,FALSE,0.0,0
2045,e87992ade6b6f56ea7aae63b0a6b8fe433f2fc66,1351489963,0.0,0.0,0,0,1,1,1,0,false,,,,,5,405517,4,,68,,,67,,,10,,,0.0279187817258883,0.687817258883249,0.690355329949239,0,FALSE,FALSE,0.0,0
2046,e88ff3468564f3e9a62cceba6745c8f55935a1f5,1360947971,0.0,0.0,0,0,18,7,2,0,false,,,,,36,160456,142,,26,,,25,,,22,,,0.0626702997275204,0.460490463215259,0.50408719346049,0,FALSE,FALSE,0.0,0
2047,e896c69f6e57802f525da7fb6f5201daf23cd810,1388056047,0.0,0.0,0,8,7,2,1,0.979569764547061,false,,,,,49,174765.857142857,163,,3,,,3,,,1,,,0.00183823529411765,0.486213235294118,0.486213235294118,8,FALSE,FALSE,0.0,0
2048,e8c86fc82df85a87ee7ddec0db633567924a4369,1386240620,0.0,1.0,0,3,1,1,1,0,false,,,,,9,4230540,7,,1534,,,1347,,,686,,,0.101208014142605,0.308338243959929,0.360636417206836,3,FALSE,TRUE,0.0,0
2049,e8e6bffc95ca39b2a923c939014f2bb01c4159e6,1371859969,0.0,0.0,0,16,2,1,1,0.811278124459133,false,,,,,19,106550,41,,229,,,218,,,200,,,0.424050632911392,0.293248945147679,0.605485232067511,16,FALSE,FALSE,0.0,0
2050,e909cfd67eceea396c63acd7563bed1f5f9979f4,1374133354,0.0,0.0,0,9,1,1,1,0,false,,,,,1,1296869,1,,221,,,194,,,14,,,0.0205479452054795,0.427397260273973,0.431506849315068,9,FALSE,FALSE,0.0,0
2051,e92d1c4388c92ddd925dcf9ddece6166a7fa4eb0,1347450657,0.0,0.0,0,8,1,1,1,0,false,,,,,37,4,71,,584,,,581,,,452,,,0.182587666263603,0.536477226924627,0.609431680773882,8,FALSE,FALSE,0.0,0
2052,e95571a6e350338a1567234bc934f70f83e69d86,1397612789,0.0,1.0,39,14,1,1,1,0,false,,,,,2,10369778,2,,7,,,7,,,7,,,0.00700525394045534,0.699649737302977,0.700525394045534,53,FALSE,TRUE,0.0,0
2053,e95aa008efa6eeddd89e02487c8a06a9c45a4aec,1321518069,0.0,0.0,7,2,1,1,1,0,false,,,,,3,78426,4,,2,,,2,,,2,,,0.166666666666667,0.5,0.5,9,FALSE,FALSE,0.0,0
2054,e967e1a43512a2ad60bac933068341d4ed28e563,1320402665,0.0,0.0,0,126,1,1,1,0,false,,,,,1,21977321,1,,2,,,2,,,0,,,0.333333333333333,1,1,126,FALSE,FALSE,0.0,0
2055,e997f8b06ecd4ed0a13c557d621db69eb68f2f3d,1386269146,0.0,0.0,0,45,2,2,1,0.80235344282919,false,,,,,15,853603,37,,181,,,177,,,161,,,0.132029339853301,0.451507742461288,0.514262428687857,45,FALSE,FALSE,0.0,0
2056,e9a8628b01853c8254dc7fde3ef4cbdb7db369d6,1398768234,0.0,0.0,2,198,2,2,1,0.992774453987808,false,,,,,16,8217607.5,58,,1315,,,804,,,1104,,,0.139962001266624,0.496643445218493,0.581887270424319,200,FALSE,FALSE,0.0,0
2057,e9b627a1c8203e5316067e79ab2a008b43b97656,1330403208,0.0,0.0,0,1,1,1,1,0,false,,,,,9,2243469,11,,255,,,255,,,242,,,0.25498426023085,0.4900314795383,0.671563483735572,1,FALSE,FALSE,0.0,0
2058,ea06eff7e7e05826816813af6b4b55cd8f8d8413,1345693068,0.0,0.0,0,17,3,3,1,0.4241708032649,false,,,,,46,280581.333333333,90,,149,,,149,,,134,,,0.0583405358686258,0.39628349178911,0.426966292134831,17,FALSE,FALSE,0.0,0
2059,ea1aa7794585c7cca3118ece282e08cfb760218b,1397827960,0.0,1.0,35,32,7,5,1,0.938997173365952,false,,,,,32,2041066.14285714,41,,47,,,47,,,47,,,0.0415584415584416,0.890909090909091,0.895238095238095,67,FALSE,TRUE,0.0,0
2060,ea6d8403bdc3c1d3ede87a2ed1c8740420c32080,1395942860,0.0,0.0,45,3,3,3,1,0.630139386567026,false,,,,,203,497836.333333333,1030,,2196,,,1707,,,2097,,,0.272609147609148,0.294048856548856,0.459199584199584,48,FALSE,FALSE,0.0,0
2061,ea6ec011cf65db3acc0287d90e621914c88a7b0e,1376924988,0.0,0.0,0,3,1,1,1,0,false,,,,,11,268,16,,1065,,,806,,,862,,,0.150900507081658,0.386606050008743,0.386606050008743,3,FALSE,FALSE,0.0,0
2062,ea712eb08d2631164115e9a6ed130e69724fd67e,1349201623,0.0,0.0,0,2,1,1,1,0,false,,,,,10,3488,36,,17,,,17,,,15,,,0.00605143721633888,0.401664145234493,0.405824508320726,2,FALSE,FALSE,0.0,0
2063,ea91ad2b2317cb88fb14c0cdaf31187eca93ff57,1399563982,0.0,1.0,244,7,6,2,1,0.797747906837498,false,,,,,40,1773446,74,,14,,,14,,,7,,,0.00100603621730382,0.180583501006036,0.180583501006036,251,FALSE,TRUE,0.0,0
2064,eaa68b4820299cef90447a2af09383ac4399bf5f,1381492684,0.0,0.0,0,2,1,1,1,0,false,,,,,127,39806,520,,56,,,56,,,56,,,0.00907209931561356,0.295718605761579,0.30208499124622,2,FALSE,FALSE,0.0,0
2065,eac509dcf0aa1fe3971007c479cc807fdd88f27d,1398768154,0.0,0.0,6,1,2,2,1,0.863120568566631,false,,,,,24,691,62,,1969,,,1632,,,1049,,,0.133029266438616,0.331559609780818,0.390852654250602,7,FALSE,FALSE,0.0,0
2067,ead9cfca93c9b5ca55e3ba269213c98d5e6e1d38,1399700491,0.0,1.0,71,2,2,2,1,0.306424729870515,false,,,,,158,300597,478,,37,,,37,,,29,,,0.00376742433756122,0.160869019213864,0.161371342458872,73,FALSE,TRUE,0.0,0
2068,eaf6e3ae2eb0d9ec46a6372d06842e033031c061,1343867084,0.0,0.0,0,28,14,7,1,0.922474651265392,false,,,,,100,145197.928571429,516,,129,,,129,,,118,,,0.0564248458985301,0.202465623518255,0.250355618776671,28,FALSE,FALSE,0.0,0
2069,eb0230d56d6473e863a2ead89b9b3c6628f9d958,1398768228,0.0,0.0,0,0,1,1,1,0,false,,,,,7,1014532,15,,1314,,,803,,,1103,,,0.139853052951609,0.515581454269065,0.600202685583988,0,FALSE,FALSE,0.0,0
2070,eb40bb67601717558cc98e913b11d46547693d0b,1393969798,0.0,0.0,34,21,13,10,1,0.977520393525262,false,,,,,90,757260.923076923,317,,0,,,0,,,0,,,0.00084530853761623,0.30262045646661,0.30262045646661,55,FALSE,FALSE,0.0,0
2071,eb6432361ee4946d93867e2d3f0870d892a25c66,1317219544,0.0,0.0,2,0,1,1,1,0,false,,,,,2,173026,2,,3,,,3,,,3,,,0.0888888888888889,0.688888888888889,0.711111111111111,2,FALSE,FALSE,0.0,0
2072,eb84cfb4ef7376401f48488d4810714c2664e5fa,1399573502,0.0,0.0,49,7,2,2,1,0.996316519558962,false,,,,,48,802601,85,,807,,,661,,,240,,,0.0302992205179784,0.299471963791803,0.311289917022882,56,FALSE,FALSE,0.0,0
2073,eba04582cb9199529d286f189f6613c218dd2840,1392268221,0.0,0.0,0,2,1,1,1,0,false,,,,,50,1059832,84,,67,,,67,,,59,,,0.0421940928270042,0.590014064697609,0.59915611814346,2,FALSE,FALSE,0.0,0
2074,ebf2763508535d9b3aaa6753139858b6fdd21f23,1393018181,0.0,1.0,0,9,1,1,1,0,false,,,,,9,155574,14,,673,,,587,,,209,,,0.246478873239437,0.512910798122066,0.512910798122066,9,FALSE,TRUE,0.0,0
2075,ec08ca1a872477c1907362dcfd665808ebf75db1,1387695408,0.0,0.0,0,0,52,24,1,0,false,,,,,116,231316.884615385,644,,8,,,8,,,8,,,0.00836431226765799,0.230483271375465,0.232342007434944,0,FALSE,FALSE,0.0,0
2076,ec76f28b9b17731825d3c6c864b5d8ee728bc79e,1360954399,0.0,0.0,0,1,1,1,1,0,false,,,,,70,247,268,,33,,,28,,,31,,,0.00824954885279711,0.222737819025522,0.22918277906677,1,FALSE,FALSE,0.0,0
2077,ec99ac38ae80bded04b18b5807fe2d9cdac1a432,1320879080,0.0,0.0,62,1,1,1,1,0,false,,,,,1,0,1,,62,,,61,,,13,,,0.170731707317073,0.98780487804878,1,63,FALSE,FALSE,0.0,0
2078,ed2acda49a758006627bdaf7bfc27d4efa925c25,1376064312,0.0,0.0,0,239,4,4,2,0.540435419701252,false,,,,,10,3169526,15,,139,,,109,,,4,,,0.027027027027027,0.556756756756757,0.562162162162162,239,FALSE,FALSE,0.0,0
2079,ed34bfff748b6d6c007fcb75205a4233ade11545,1397981533,0.0,0.0,12,13,1,1,1,0,false,,,,,28,559040,36,,1942,,,1612,,,1024,,,0.130789843052188,0.135638637233635,0.221385734337119,25,FALSE,FALSE,0.0,0
2080,ed7a3527b5b440457c1d764f650882acb7ec2544,1318737384,0.0,0.0,1,2,1,1,1,0,false,,,,,1,20312040,1,,4,,,4,,,3,,,0.4,1,1,3,FALSE,FALSE,0.0,0
2081,ed7e05b00861e1fa3fbc21c4562a17b97d1f16f9,1342496128,0.0,0.0,0,3,1,1,1,0,false,,,,,3,446,6,,398,,,398,,,30,,,0.688888888888889,0.822222222222222,0.955555555555556,3,FALSE,FALSE,0.0,0
